UserID,UserID,Name,Surname,Email,Gender,Age_Group,Age_Category,Race,Province,Instagram_Handles,Channel2,LocalTime_SAST,Duration 2
809011,809011,Raymundo ,Pilot,Raymundo 433@mail.com,male,40-49,Mature Adult,coloured,Western Cape,@Raymundo 43,SuperSport Blitz,2/21/2016 20:34,2026-04-16T00:01:00.000Z
809588,809588,Garry ,Vital,Garry 282@gmail.com,male,30-39,Mid Adult,black,Eastern Cape,@Garry 28,Supersport Live Events,2/19/2016 13:41,2026-04-16T00:01:30.000Z
810286,810286,Lucas ,Condie,Lucas 235@mailxyz.com,male,30-39,Adult,white,North West,@Lucas 23,ICC Cricket World Cup 2011,2/24/2016 10:44,2026-04-16T00:03:58.000Z
810579,810579,Kyle ,Styer,Kyle 61@yahoo.com,male,50-59,Mature Adult,None,Western Cape,@Kyle 6,Supersport Live Events,3/6/2016 16:16,2026-04-16T00:00:14.000Z
820398,820398,Wilton ,Biggers,Wilton 415@mailxyz.com,male,20-29,Adult,black,Kwazulu Natal,@Wilton 41,Africa Magic,3/6/2016 0:03,2026-04-16T00:10:58.000Z
820568,820568,Kip ,Vital,Kip 142@gmail.com,male,20-29,Adult,indian_asian,Limpopo,@Kip 14,ICC Cricket World Cup 2011,3/29/2016 13:58,2026-04-16T00:00:08.000Z
821193,821193,Wilburn ,Pascarella,Wilburn 303@mail.com,male,20-29,Young Adults,None,Mpumalanga,@Wilburn 30,SuperSport Blitz,2/2/2016 21:36,2026-04-16T00:03:02.000Z
821432,821432,Jared ,Shkreli,Jared 504@abcmail.com,male,20-29,Adult,indian_asian,Limpopo,@Jared 50,Africa Magic,2/27/2016 10:20,2026-04-16T00:00:37.000Z
821746,821746,Lucas ,Curran,Lucas 233@mail.com,male,30-39,Adult,black,North West,@Lucas 23,Trace TV,3/13/2016 12:23,2026-04-16T00:21:18.000Z
821994,821994,Dion ,Martello,Dion 332@gmail.com,male,20-29,Young Adults,black,Free State,@Dion 33,Trace TV,3/9/2016 19:50,2026-04-16T00:02:39.000Z
822436,822436,Haywood ,Hier,Haywood 95@mailxyz.com,male,20-29,Adult,None,Gauteng,@Haywood 9,ICC Cricket World Cup 2011,3/19/2016 12:48,2026-04-16T00:00:58.000Z
833277,833277,Lucas ,Sieren,Lucas 233@mail.com,male,20-29,Adult,indian_asian,Gauteng,@Lucas 23,SuperSport Blitz,3/19/2016 11:08,2026-04-16T00:00:18.000Z
833542,833542,Hyman ,Hier,Hyman 83@mail.com,male,40-49,Mature Adult,indian_asian,Gauteng,@Hyman 8,ICC Cricket World Cup 2011,3/6/2016 11:52,2026-04-16T00:08:10.000Z
866345,866345,Romeo ,Beville,Romeo 373@mail.com,male,19-Oct,Young Adults,black,Kwazulu Natal,@Romeo 37,Supersport Live Events,3/13/2016 13:25,2026-04-16T00:00:20.000Z
893565,893565,Abel ,Mastrangelo,Abel 185@mailxyz.com,male,20-29,Adult,black,Eastern Cape,@Abel 18,Boomerang,3/23/2016 21:07,2026-04-16T00:24:57.000Z
939659,939659,Art ,Mccollum,Art 404@abcmail.com,male,20-29,Young Adults,black,Limpopo,@Art 40,Cartoon Network,3/20/2016 19:23,2026-04-16T00:07:27.000Z
940466,940466,Stacy ,Arrieta,Stacy 275@mailxyz.com,male,20-29,Adult,white,Limpopo,@Stacy 27,Africa Magic,3/28/2016 4:58,2026-04-16T00:01:15.000Z
940902,940902,Hugh,Martello,Hugh15@mailxyz.com,male,40-49,Mid Adult,black,Western Cape,@Hugh1,Channel O,3/26/2016 10:31,2026-04-16T00:28:21.000Z
1108688,1108688,Loyd ,Pool,Loyd 494@abcmail.com,male,20-29,Young Adults,black,North West,@Loyd 49,Channel O,3/24/2016 13:47,2026-04-16T00:00:39.000Z
2368568,2368568,Raymundo ,Condie,Raymundo 435@mailxyz.com,male,40-49,Mature Adult,indian_asian,Kwazulu Natal,@Raymundo 43,CNN,3/19/2016 20:36,2026-04-16T00:02:01.000Z
2370685,2370685,Lloyd ,Tancredi,Lloyd 74@abcmail.com,male,40-49,Mature Adult,black,Free State,@Lloyd 7,Channel O,3/17/2016 13:37,2026-04-16T01:08:18.000Z
2421855,2421855,Loyd ,Deblois,Loyd 494@abcmail.com,male,40-49,Mid Adult,indian_asian,Limpopo,@Loyd 49,ICC Cricket World Cup 2011,3/26/2016 17:04,2026-04-16T02:43:34.000Z
2423050,2423050,Bret ,Curran,Bret 315@mailxyz.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Bret 31,ICC Cricket World Cup 2011,3/20/2016 18:11,2026-04-16T01:08:08.000Z
641005,641005,Hollis ,Singer,Hollis 383@mail.com,male,30-39,Mid Adult,None,Mpumalanga,@Hollis 38,E! Entertainment,1/16/2016 14:03,2026-04-16T00:01:26.000Z
771756,771756,None,None,Minerva 184@abcmail.com,None,0-9,Child/Infant,None,None,None,ICC Cricket World Cup 2011,3/8/2016 14:04,2026-04-16T00:00:06.000Z
772687,772687,Garry ,Mosser,Garry 282@gmail.com,male,30-39,Mid Adult,black,Limpopo,@Garry 28,SawSee,2/28/2016 20:21,2026-04-16T00:00:00.000Z
772873,772873,Wilton ,Shkreli,Wilton 415@mailxyz.com,male,0-9,Child/Infant,black,Limpopo,@Wilton 41,SawSee,1/19/2016 15:14,2026-04-16T00:02:08.000Z
772988,772988,Shane ,Restivo,Shane 25@mailxyz.com,male,30-39,Adult,black,Gauteng,@Shane 2,Channel O,1/27/2016 18:01,2026-04-16T00:06:03.000Z
773049,773049,Shane ,Crotty,Shane 25@mailxyz.com,male,20-29,Adult,indian_asian,Kwazulu Natal,@Shane 2,Cartoon Network,3/29/2016 10:49,2026-04-16T00:00:58.000Z
773360,773360,Irving ,Langenfeld,Irving 54@abcmail.com,male,40-49,Mid Adult,indian_asian,Gauteng,@Irving 5,Supersport Live Events,1/26/2016 11:33,2026-04-16T00:00:24.000Z
773509,773509,Stephen ,Pilot,Stephen 154@abcmail.com,male,20-29,Young Adults,coloured,Gauteng,@Stephen 15,Boomerang,2/2/2016 12:43,2026-04-16T00:02:45.000Z
779642,779642,Lane ,Beville,Lane 115@mailxyz.com,male,40-49,Mid Adult,black,Gauteng,@Lane 11,Channel O,1/27/2016 23:50,2026-04-16T00:00:12.000Z
780111,780111,Irving ,Holt,Irving 53@mail.com,male,20-29,Adult,indian_asian,Gauteng,@Irving 5,Boomerang,1/8/2016 2:39,2026-04-16T00:00:12.000Z
788792,788792,Felipa ,Mcculloch,Felipa 175@mailxyz.com,female,30-39,Mid Adult,black,Gauteng,@Felipa 17,Cartoon Network,3/31/2016 21:10,2026-04-16T00:31:48.000Z
789056,789056,Nakita ,Pool,Nakita 355@mailxyz.com,female,40-49,Mature Adult,black,Gauteng,@Nakita 35,CNN,4/1/2016 1:37,2026-04-16T00:06:44.000Z
789122,789122,Yong ,Fudge,Yong 481@yahoo.com,male,20-29,Young Adults,black,Eastern Cape,@Yong 48,Cartoon Network,1/20/2016 0:55,2026-04-16T00:08:53.000Z
789202,789202,Irving ,Creager,Irving 52@gmail.com,male,20-29,Adult,coloured,Western Cape,@Irving 5,Trace TV,1/31/2016 22:33,2026-04-16T00:29:36.000Z
794763,794763,Charlie ,Mcclaine,Charlie 364@abcmail.com,male,20-29,Young Adults,black,Gauteng,@Charlie 36,CNN,2/1/2016 8:54,2026-04-16T00:00:34.000Z
808969,808969,Hollis ,Roquemore,Hollis 382@gmail.com,male,19-Oct,Young Adults,black,Gauteng,@Hollis 38,Supersport Live Events,3/3/2016 10:06,2026-04-16T00:00:42.000Z
809048,809048,Samuel ,Gettys,Samuel 262@gmail.com,male,40-49,Mature Adult,indian_asian,Limpopo,@Samuel 26,ICC Cricket World Cup 2011,2/24/2016 16:59,2026-04-16T00:04:00.000Z
809312,809312,Hyman ,Hier,Hyman 82@gmail.com,male,19-Oct,Young Adults,black,Gauteng,@Hyman 8,SuperSport Blitz,2/13/2016 19:04,2026-04-16T00:00:30.000Z
809647,809647,Hugh,Deblois,Hugh11@yahoo.com,male,30-39,Mid Adult,coloured,Western Cape,@Hugh1,Supersport Live Events,3/5/2016 20:42,2026-04-16T00:09:22.000Z
810041,810041,Claud ,Paradis,Claud 345@mailxyz.com,male,30-39,Adult,black,Kwazulu Natal,@Claud 34,ICC Cricket World Cup 2011,3/12/2016 17:50,2026-04-16T00:34:36.000Z
810077,810077,Chas ,Singer,Chas 355@mailxyz.com,male,50-59,Pre_Retirement,coloured,Northern Cape,@Chas 35,Supersport Live Events,1/22/2016 16:10,2026-04-16T00:01:00.000Z
810176,810176,Hugh,Mccown,Hugh14@abcmail.com,male,20-29,Young Adults,indian_asian,Limpopo,@Hugh1,ICC Cricket World Cup 2011,2/27/2016 18:26,2026-04-16T00:04:38.000Z
810411,810411,Lucas ,Restivo,Lucas 234@abcmail.com,male,50-59,Pre_Retirement,white,Gauteng,@Lucas 23,CNN,3/14/2016 15:45,2026-04-16T00:00:00.000Z
810718,810718,Stefan ,Borelli,Stefan 465@mailxyz.com,male,30-39,Mid Adult,coloured,Western Cape,@Stefan 46,Cartoon Network,3/6/2016 10:37,2026-04-16T00:02:32.000Z
819539,819539,None,None,Eula 495@mailxyz.com,None,0-9,Child/Infant,None,None,None,Supersport Live Events,3/6/2016 16:27,2026-04-16T00:00:12.000Z
820061,820061,Jacinto ,Pool,Jacinto 253@mail.com,male,30-39,Adult,white,Gauteng,@Jacinto 25,Supersport Live Events,3/25/2016 11:54,2026-04-16T00:01:20.000Z
821662,821662,Yong ,Bilyeu,Yong 483@mail.com,male,30-39,Mid Adult,black,Gauteng,@Yong 48,Boomerang,3/2/2016 18:20,2026-04-16T00:35:24.000Z
822142,822142,Shane ,Roquemore,Shane 23@mail.com,male,30-39,Adult,black,Gauteng,@Shane 2,Supersport Live Events,3/2/2016 21:59,2026-04-16T00:00:54.000Z
868895,868895,Kip ,Paradis,Kip 144@abcmail.com,male,20-29,Young Adults,coloured,Western Cape,@Kip 14,ICC Cricket World Cup 2011,3/16/2016 2:02,2026-04-16T00:02:00.000Z
893794,893794,Irving ,Borelli,Irving 52@gmail.com,male,20-29,Adult,black,North West,@Irving 5,Africa Magic,3/13/2016 21:54,2026-04-16T00:00:01.000Z
940586,940586,Bret ,Mastrangelo,Bret 314@abcmail.com,male,30-39,Adult,black,Gauteng,@Bret 31,ICC Cricket World Cup 2011,3/19/2016 14:04,2026-04-16T00:01:10.000Z
940749,940749,Jared ,Beville,Jared 505@mailxyz.com,male,30-39,Adult,coloured,Western Cape,@Jared 50,Cartoon Network,3/26/2016 3:21,2026-04-16T00:00:11.000Z
940779,940779,Dee ,Singer,Dee 211@yahoo.com,male,30-39,Adult,indian_asian,Kwazulu Natal,@Dee 21,ICC Cricket World Cup 2011,3/20/2016 12:19,2026-04-16T00:04:12.000Z
941428,941428,Cory ,Mosser,Cory 103@mail.com,male,30-39,Mid Adult,coloured,Western Cape,@Cory 10,Trace TV,3/21/2016 15:12,2026-04-16T00:07:48.000Z
941440,941440,Kip ,Pilot,Kip 145@mailxyz.com,male,40-49,Mid Adult,indian_asian,Gauteng,@Kip 14,ICC Cricket World Cup 2011,3/25/2016 16:03,2026-04-16T00:00:22.000Z
941502,941502,Cory ,Mastrangelo,Cory 104@abcmail.com,male,50-59,Pre_Retirement,None,Mpumalanga,@Cory 10,Africa Magic,3/29/2016 20:59,2026-04-16T00:01:47.000Z
1106084,1106084,Hyman ,Mosser,Hyman 82@gmail.com,male,30-39,Mid Adult,black,Gauteng,@Hyman 8,Channel O,3/9/2016 20:00,2026-04-16T00:04:39.000Z
2015326,2015326,Loyd ,Borelli,Loyd 495@mailxyz.com,male,20-29,Adult,black,Kwazulu Natal,@Loyd 49,Channel O,1/23/2016 12:12,2026-04-16T00:12:12.000Z
2090526,2090526,Cody ,Fudge,Cody 121@yahoo.com,male,50-59,Mature Adult,black,Mpumalanga,@Cody 12,Africa Magic,1/30/2016 13:41,2026-04-16T00:00:38.000Z
2090555,2090555,Haywood ,Reisinger,Haywood 95@mailxyz.com,male,20-29,Adult,indian_asian,Gauteng,@Haywood 9,ICC Cricket World Cup 2011,3/30/2016 10:49,2026-04-16T00:03:32.000Z
2190330,2190330,Lucas ,Styer,Lucas 235@mailxyz.com,male,20-29,Young Adults,black,Mpumalanga,@Lucas 23,Boomerang,1/15/2016 13:09,2026-04-16T00:01:05.000Z
2203599,2203599,Len ,Tancredi,Len 441@yahoo.com,male,30-39,Adult,black,Gauteng,@Len 44,Africa Magic,3/15/2016 21:09,2026-04-16T00:24:32.000Z
2216357,2216357,Robby ,Styer,Robby 163@mail.com,male,30-39,Mid Adult,black,Western Cape,@Robby 16,SawSee,3/20/2016 13:38,2026-04-16T00:00:33.000Z
2361839,2361839,Lloyd ,Condie,Lloyd 75@mailxyz.com,male,40-49,Mature Adult,white,Free State,@Lloyd 7,SawSee,3/15/2016 17:06,2026-04-16T00:00:00.000Z
2369209,2369209,Len ,Langenfeld,Len 442@gmail.com,male,19-Oct,Teenagers,black,Mpumalanga,@Len 44,Channel O,1/5/2016 21:33,2026-04-16T00:09:00.000Z
2422252,2422252,Abel ,Slane,Abel 183@mail.com,male,40-49,Mid Adult,indian_asian,Gauteng,@Abel 18,Supersport Live Events,2/5/2016 17:51,2026-04-16T01:36:04.000Z
2428274,2428274,Lucas ,Deblois,Lucas 235@mailxyz.com,male,50-59,Mature Adult,black,Kwazulu Natal,@Lucas 23,ICC Cricket World Cup 2011,3/3/2016 12:28,2026-04-16T00:26:06.000Z
543090,543090,Efren ,Creager,Efren 134@abcmail.com,male,30-39,Adult,other,Kwazulu Natal,@Efren 13,SuperSport Blitz,3/4/2016 23:47,2026-04-16T00:00:00.000Z
918216,918216,Roxane ,Lavoie,Roxane 471@yahoo.com,female,20-29,Adult,black,Eastern Cape,@Roxane 47,Boomerang,3/30/2016 15:28,2026-04-16T00:00:00.000Z
771941,771941,Charlie ,Deblois,Charlie 365@mailxyz.com,male,20-29,Young Adults,coloured,Western Cape,@Charlie 36,Trace TV,1/25/2016 22:01,2026-04-16T00:08:21.000Z
772333,772333,Irving ,Crotty,Irving 51@yahoo.com,male,20-29,Adult,black,Mpumalanga,@Irving 5,SuperSport Blitz,2/6/2016 15:05,2026-04-16T00:01:02.000Z
772855,772855,Samuel ,Curran,Samuel 261@yahoo.com,male,30-39,Adult,black,Kwazulu Natal,@Samuel 26,Supersport Live Events,3/24/2016 15:37,2026-04-16T00:11:30.000Z
773027,773027,Dee ,Mosser,Dee 215@mailxyz.com,male,30-39,Mid Adult,coloured,Western Cape,@Dee 21,Cartoon Network,3/5/2016 17:56,2026-04-16T00:04:18.000Z
773342,773342,Romeo ,Leicht,Romeo 375@mailxyz.com,male,50-59,Mature Adult,None,Mpumalanga,@Romeo 37,Africa Magic,2/6/2016 12:24,2026-04-16T00:05:32.000Z
788877,788877,Katharina ,Condie,Katharina 414@abcmail.com,female,20-29,Adult,coloured,Western Cape,@Katharina 41,Channel O,1/10/2016 17:38,2026-04-16T00:00:36.000Z
789269,789269,Shane ,Hoadley,Shane 21@yahoo.com,male,30-39,Adult,black,Kwazulu Natal,@Shane 2,Supersport Live Events,3/5/2016 23:09,2026-04-16T00:00:26.000Z
805381,805381,Raymundo ,Lavoie,Raymundo 433@mail.com,male,20-29,Adult,None,Western Cape,@Raymundo 43,Supersport Live Events,3/4/2016 9:41,2026-04-16T00:00:00.000Z
808926,808926,Bret ,Mccollum,Bret 313@mail.com,male,20-29,Young Adults,coloured,Western Cape,@Bret 31,Channel O,2/21/2016 8:27,2026-04-16T00:01:48.000Z
808930,808930,Claud ,Marek,Claud 345@mailxyz.com,male,30-39,Mid Adult,indian_asian,Limpopo,@Claud 34,ICC Cricket World Cup 2011,2/24/2016 13:23,2026-04-16T00:03:56.000Z
809056,809056,Randy ,Mina,Randy 395@mailxyz.com,male,40-49,Mid Adult,coloured,Western Cape,@Randy 39,Trace TV,1/6/2016 21:27,2026-04-16T00:23:06.000Z
809209,809209,Garry ,Holt,Garry 283@mail.com,male,20-29,Young Adults,None,Western Cape,@Garry 28,Boomerang,2/23/2016 9:31,2026-04-16T01:00:14.000Z
809311,809311,Garry ,Fudge,Garry 284@abcmail.com,male,30-39,Adult,coloured,Western Cape,@Garry 28,Supersport Live Events,2/19/2016 18:12,2026-04-16T00:00:58.000Z
809547,809547,Lucas ,Mcclaine,Lucas 234@abcmail.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Lucas 23,ICC Cricket World Cup 2011,3/5/2016 11:41,2026-04-16T00:01:58.000Z
809675,809675,Stacy ,Borelli,Stacy 274@abcmail.com,male,60-69,Pre_Retirement,white,Kwazulu Natal,@Stacy 27,SuperSport Blitz,3/3/2016 2:41,2026-04-16T00:06:54.000Z
809715,809715,Emerson ,Shkreli,Emerson 241@yahoo.com,male,40-49,Mid Adult,black,Mpumalanga,@Emerson 24,Cartoon Network,3/5/2016 8:50,2026-04-16T00:01:14.000Z
809861,809861,Art ,Pascarella,Art 402@gmail.com,male,20-29,Adult,black,Gauteng,@Art 40,Cartoon Network,2/19/2016 21:22,2026-04-16T00:00:18.000Z
809871,809871,Chas ,Styer,Chas 353@mail.com,male,19-Oct,Teenagers,black,Kwazulu Natal,@Chas 35,Supersport Live Events,2/17/2016 19:37,2026-04-16T00:00:22.000Z
810066,810066,Art ,Singer,Art 402@gmail.com,male,20-29,Young Adults,black,Gauteng,@Art 40,Break in transmission,2/27/2016 16:48,2026-04-16T00:00:23.000Z
810151,810151,Bernardo ,Gettys,Bernardo 324@abcmail.com,male,20-29,Adult,black,Eastern Cape,@Bernardo 32,Cartoon Network,2/5/2016 5:24,2026-04-16T00:08:51.000Z
810264,810264,Chas ,Arrieta,Chas 353@mail.com,male,20-29,Young Adults,black,Gauteng,@Chas 35,Trace TV,2/7/2016 22:49,2026-04-16T00:01:57.000Z
810289,810289,Art ,Martello,Art 405@mailxyz.com,male,30-39,Adult,black,Gauteng,@Art 40,SuperSport Blitz,3/27/2016 18:22,2026-04-16T00:08:36.000Z
820335,820335,Shane ,Roquemore,Shane 22@gmail.com,male,19-Oct,Teenagers,indian_asian,Gauteng,@Shane 2,ICC Cricket World Cup 2011,3/12/2016 11:48,2026-04-16T00:01:52.000Z
820627,820627,Jacinto ,Crotty,Jacinto 252@gmail.com,male,30-39,Adult,black,Gauteng,@Jacinto 25,Africa Magic,3/2/2016 12:03,2026-04-16T00:00:06.000Z
866244,866244,Efren ,Sieren,Efren 135@mailxyz.com,male,20-29,Adult,black,Western Cape,@Efren 13,Channel O,2/21/2016 9:20,2026-04-16T00:09:06.000Z
866878,866878,Stacy ,Styer,Stacy 272@gmail.com,male,30-39,Mid Adult,white,Eastern Cape,@Stacy 27,ICC Cricket World Cup 2011,3/12/2016 17:56,2026-04-16T00:32:22.000Z
867080,867080,Len ,Pilot,Len 442@gmail.com,male,19-Oct,Young Adults,white,Gauteng,@Len 44,Channel O,3/13/2016 23:00,2026-04-16T00:06:48.000Z
868043,868043,Loyd ,Mina,Loyd 495@mailxyz.com,male,19-Oct,Young Adults,white,Gauteng,@Loyd 49,Supersport Live Events,3/25/2016 11:51,2026-04-16T00:00:18.000Z
871104,871104,None,None,Mellie 494@abcmail.com,None,0-9,Child/Infant,None,None,None,Boomerang,3/27/2016 15:34,2026-04-16T00:06:10.000Z
893834,893834,Stacy ,Singer,Stacy 273@mail.com,male,20-29,Adult,black,Limpopo,@Stacy 27,Boomerang,1/15/2016 14:56,2026-04-16T00:02:50.000Z
939769,939769,Dion ,Curran,Dion 335@mailxyz.com,male,20-29,Adult,black,Western Cape,@Dion 33,Trace TV,3/26/2016 15:46,2026-04-16T00:00:03.000Z
940268,940268,Efren ,Mcclaine,Efren 131@yahoo.com,male,30-39,Adult,black,Gauteng,@Efren 13,Africa Magic,3/14/2016 2:04,2026-04-16T00:31:27.000Z
940329,940329,Zetta ,Gettys,Zetta 123@mail.com,female,30-39,Adult,white,Gauteng,@Zetta 12,Cartoon Network,3/30/2016 21:56,2026-04-16T00:00:00.000Z
941006,941006,Rebecka ,Shkreli,Rebecka 243@mail.com,female,20-29,Adult,indian_asian,Kwazulu Natal,@Rebecka 24,ICC Cricket World Cup 2011,3/12/2016 18:27,2026-04-16T00:18:36.000Z
1109231,1109231,Samuel ,Vital,Samuel 263@mail.com,male,30-39,Adult,indian_asian,Gauteng,@Samuel 26,Supersport Live Events,3/24/2016 13:29,2026-04-16T01:39:42.000Z
2090790,2090790,Len ,Tancredi,Len 441@yahoo.com,male,40-49,Mid Adult,white,Gauteng,@Len 44,ICC Cricket World Cup 2011,3/19/2016 8:43,2026-04-16T00:14:58.000Z
2092315,2092315,Efren ,Shkreli,Efren 132@gmail.com,male,50-59,Pre_Retirement,black,Kwazulu Natal,@Efren 13,E! Entertainment,2/15/2016 13:31,2026-04-16T00:04:48.000Z
2204370,2204370,Filiberto ,Wigfall,Filiberto 44@abcmail.com,male,30-39,Adult,black,Gauteng,@Filiberto 4,Boomerang,1/23/2016 18:04,2026-04-16T00:17:38.000Z
2239503,2239503,Wilburn ,Woolard,Wilburn 302@gmail.com,male,30-39,Mid Adult,None,Western Cape,@Wilburn 30,Channel O,2/3/2016 16:32,2026-04-16T00:04:57.000Z
2255518,2255518,Royal ,Caves,Royal 175@mailxyz.com,male,50-59,Pre_Retirement,black,Gauteng,@Royal 17,Supersport Live Events,2/5/2016 12:14,2026-04-16T00:01:06.000Z
2288809,2288809,Lucas ,Pascarella,Lucas 234@abcmail.com,male,20-29,Adult,black,Western Cape,@Lucas 23,Boomerang,3/18/2016 7:39,2026-04-16T00:04:58.000Z
2368357,2368357,Kip ,Curran,Kip 141@yahoo.com,male,30-39,Mid Adult,black,Gauteng,@Kip 14,Cartoon Network,3/8/2016 17:28,2026-04-16T00:00:00.000Z
2369982,2369982,Donald ,Hoadley,Donald 225@mailxyz.com,male,30-39,Mid Adult,None,Mpumalanga,@Donald 22,Channel O,2/28/2016 17:50,2026-04-16T00:00:27.000Z
252969,252969,Royal ,Arrieta,Royal 171@yahoo.com,male,19-Oct,Young Adults,coloured,Eastern Cape,@Royal 17,M-Net,1/23/2016 18:55,2026-04-16T00:00:43.000Z
533013,533013,Lloyd ,Pilot,Lloyd 72@gmail.com,male,50-59,Pre_Retirement,coloured,Eastern Cape,@Lloyd 7,Supersport Live Events,1/11/2016 17:52,2026-04-16T00:00:30.000Z
624257,624257,Eli ,Reisinger,Eli 295@mailxyz.com,male,20-29,Adult,black,Gauteng,@Eli 29,Cartoon Network,1/12/2016 12:07,2026-04-16T00:00:08.000Z
765679,765679,Royal ,Mina,Royal 175@mailxyz.com,male,40-49,Mid Adult,black,North West,@Royal 17,Cartoon Network,1/30/2016 8:17,2026-04-16T00:02:30.000Z
771881,771881,Emerson ,Reisinger,Emerson 245@mailxyz.com,male,30-39,Adult,black,Gauteng,@Emerson 24,Boomerang,3/22/2016 9:26,2026-04-16T00:00:21.000Z
772147,772147,Brendan ,Styer,Brendan 454@abcmail.com,male,20-29,Adult,black,Kwazulu Natal,@Brendan 45,Trace TV,3/4/2016 18:12,2026-04-16T00:01:12.000Z
772311,772311,Bernardo ,Pool,Bernardo 324@abcmail.com,male,30-39,Adult,black,Mpumalanga,@Bernardo 32,Channel O,2/8/2016 22:35,2026-04-16T00:01:36.000Z
772787,772787,Royal ,Biggers,Royal 175@mailxyz.com,male,30-39,Mid Adult,black,Gauteng,@Royal 17,Channel O,1/28/2016 16:33,2026-04-16T00:51:03.000Z
773017,773017,Cody ,Pascarella,Cody 124@abcmail.com,male,20-29,Young Adults,coloured,Gauteng,@Cody 12,Trace TV,2/3/2016 18:33,2026-04-16T00:02:18.000Z
778959,778959,Earl ,Arrieta,Earl 421@yahoo.com,male,20-29,Young Adults,black,Gauteng,@Earl 42,Trace TV,3/31/2016 16:51,2026-04-16T00:32:45.000Z
788990,788990,Garry ,Mccollum,Garry 284@abcmail.com,male,20-29,Adult,black,Mpumalanga,@Garry 28,Channel O,2/8/2016 23:55,2026-04-16T00:01:03.000Z
789061,789061,Randy ,Mccollum,Randy 395@mailxyz.com,male,30-39,Adult,black,Gauteng,@Randy 39,Africa Magic,2/17/2016 20:52,2026-04-16T00:02:58.000Z
789155,789155,Adela ,Vital,Adela 392@gmail.com,female,30-39,Mid Adult,black,Gauteng,@Adela 39,Vuzu,2/12/2016 20:36,2026-04-16T00:03:04.000Z
793571,793571,Shelley ,Reisinger,Shelley 234@abcmail.com,female,0-9,Child/Infant,white,Eastern Cape,@Shelley 23,Channel O,3/20/2016 6:25,2026-04-16T00:17:15.000Z
808958,808958,Raymundo ,Woolard,Raymundo 432@gmail.com,male,20-29,Adult,black,Gauteng,@Raymundo 43,SuperSport Blitz,2/21/2016 19:13,2026-04-16T00:08:36.000Z
808997,808997,Shane ,Mccown,Shane 22@gmail.com,male,20-29,Adult,black,Limpopo,@Shane 2,Channel O,2/19/2016 20:27,2026-04-16T00:00:00.000Z
809000,809000,Kip ,Slane,Kip 142@gmail.com,male,40-49,Mature Adult,black,Gauteng,@Kip 14,CNN,3/4/2016 9:17,2026-04-16T00:00:54.000Z
809035,809035,Irving ,Tatham,Irving 53@mail.com,male,40-49,Mid Adult,indian_asian,Gauteng,@Irving 5,ICC Cricket World Cup 2011,3/3/2016 6:41,2026-04-16T00:07:30.000Z
809076,809076,Filiberto ,Zweifel,Filiberto 44@abcmail.com,male,20-29,Adult,coloured,Western Cape,@Filiberto 4,Supersport Live Events,2/19/2016 8:22,2026-04-16T00:00:12.000Z
809102,809102,Hyman ,Sieren,Hyman 83@mail.com,male,30-39,Adult,indian_asian,Kwazulu Natal,@Hyman 8,SawSee,2/22/2016 14:13,2026-04-16T00:14:41.000Z
809197,809197,Dion ,Styer,Dion 335@mailxyz.com,male,20-29,Adult,coloured,Western Cape,@Dion 33,Supersport Live Events,2/18/2016 12:41,2026-04-16T00:33:14.000Z
809198,809198,Yong ,Arrieta,Yong 483@mail.com,male,30-39,Adult,black,Mpumalanga,@Yong 48,Channel O,2/11/2016 19:47,2026-04-16T00:07:36.000Z
809369,809369,Donald ,Marek,Donald 221@yahoo.com,male,30-39,Adult,coloured,Western Cape,@Donald 22,Supersport Live Events,2/18/2016 12:27,2026-04-16T00:29:40.000Z
809567,809567,Kyle ,Tatham,Kyle 65@mailxyz.com,male,20-29,Adult,indian_asian,Mpumalanga,@Kyle 6,ICC Cricket World Cup 2011,3/9/2016 15:18,2026-04-16T00:11:34.000Z
809903,809903,Jared ,Caves,Jared 503@mail.com,male,20-29,Young Adults,black,Limpopo,@Jared 50,ICC Cricket World Cup 2011,2/24/2016 15:18,2026-04-16T00:04:14.000Z
810000,810000,Art ,Pool,Art 401@yahoo.com,male,20-29,Adult,black,Gauteng,@Art 40,Channel O,2/18/2016 20:59,2026-04-16T00:13:09.000Z
810135,810135,Hollis ,Biggers,Hollis 382@gmail.com,male,20-29,Young Adults,black,Limpopo,@Hollis 38,E! Entertainment,2/22/2016 21:38,2026-04-16T00:01:42.000Z
810340,810340,Garry ,Deblois,Garry 281@yahoo.com,male,40-49,Mid Adult,coloured,Western Cape,@Garry 28,SuperSport Blitz,2/2/2016 16:46,2026-04-16T00:03:20.000Z
810571,810571,Epifania ,Crotty,Epifania 73@mail.com,female,30-39,Mid Adult,black,Kwazulu Natal,@Epifania 7,Cartoon Network,3/11/2016 16:52,2026-04-16T00:00:03.000Z
831030,831030,Wilton ,Tancredi,Wilton 414@abcmail.com,male,20-29,Adult,coloured,Western Cape,@Wilton 41,Channel O,3/7/2016 20:58,2026-04-16T00:01:18.000Z
831789,831789,Romeo ,Beville,Romeo 372@gmail.com,male,20-29,Adult,coloured,Western Cape,@Romeo 37,Channel O,3/4/2016 23:31,2026-04-16T00:04:48.000Z
